2.273284571965838718e-01 3.045333655572615705e-01 4.771548057870607651e-01 8.151167584058627291e-01
2.689934321017392604e-01 4.429062951402590875e-01 2.472622186987845638e-01 4.172219625001301613e-01
9.768025506965474225e-01 6.624322305318141035e-01 1.857262119859526273e-01 5.680875257215268759e-01
9.845259956423023651e-01 6.710262125846826187e-02 8.508831523519588824e-01 7.467818712602142250e-01
8.231986125414854361e-02 4.694835102075731736e-01 8.083950118001481319e-03 9.841843543364146019e-01
7.482586856700422784e-01 1.405086817799633681e-01 1.158136251563269582e-02 7.258047949200564508e-01
1.263388134985632127e-01 8.542466321244286398e-01 2.368843809666835998e-01 1.462589722183207409e-02
6.970815499535051307e-01 4.355712386297483918e-01 8.200060535720559152e-01 9.268307197870003789e-01
7.151391265948285891e-01 6.402400946436842544e-01 8.946355921967269476e-01 9.539654238375898376e-02
7.609826767586332918e-01 6.050870160503510897e-01 5.947677424843669236e-01 7.014571828450019142e-01
1.758357218640463071e-01 8.795217694428612010e-01 3.986345742708515272e-01 2.976461829073799858e-01
2.594450621211908392e-01 9.312714426280946922e-01 1.633635731078682818e-01 8.256245743963617212e-01
6.391909971485021380e-01 4.814615709545053829e-02 5.864897800380266535e-01 9.395969750621336880e-01
9.152541660423662018e-01 3.053854959838976299e-02 4.312124690566987439e-02 3.960251322637509119e-01
8.687446482419078908e-01 2.957763974291409137e-01 2.630915981877465226e-01 1.046567396060070348e-01
7.827124269653993327e-01 3.146292923299005007e-01 7.157522272022445176e-01 7.511220084579883771e-01
1.902637544533829494e-01 4.193522706245016440e-01 3.113591470371105396e-01 7.901651782128197299e-01
8.485165595520238746e-01 2.115495624044435585e-01 2.260513542290183975e-01 5.245311178036126121e-01
2.079277636634892790e-01 5.739162379477461551e-01 7.414263662145123002e-01 6.018153581850559791e-02
7.240192391989681564e-01 7.448903750854201089e-01 8.423421824598030794e-01 1.792517629863947248e-01
8.714621731771771129e-01 5.355552641408694026e-01 1.318516471841676141e-01 7.827095582775697169e-01
4.956665502132149848e-01 4.916877135474689298e-01 9.328456654749968380e-02 2.415206695422238148e-01
5.230161732839802013e-01 7.219869718125121461e-01 8.322474852048366012e-01 2.600304192340758269e-01
1.421835947956608948e-01 1.618716847203568177e-01 3.461035911269487175e-01 6.525280464303198080e-01
2.497830782247265069e-01 5.105998017976975945e-02 6.021161707143019015e-01 3.200433564504871157e-03
4.828312844274865179e-02 5.103810435259100720e-01 6.446967934001918143e-01 3.267653545527107739e-01
9.442707712814132903e-02 3.902699401032672655e-01 7.059872177050519060e-01 4.634232180801083900e-01
2.109434539378287898e-01 5.856460791135883470e-01 1.276484705341216774e-01 5.453005405635860114e-01
6.852787935439024203e-01 9.368271957555600327e-02 1.497641585222663219e-01 8.607524153570571268e-02
5.703053025363375994e-01 6.840183349312970451e-01 1.152253434094937384e-01 6.979365341833619896e-01
7.304613154499903782e-01 9.528529647232386601e-01 4.581142409475107979e-01 7.130336860640790198e-01
3.976262457865673561e-01 7.165275764813240633e-02 4.113626611511456699e-01 8.928793315872647351e-01
9.370882482607224562e-01 3.511166199093939122e-01 4.034878309861272827e-01 4.078410143475491023e-01
2.317569730692388419e-01 2.484673128344318249e-02 5.515122486450579897e-01 5.537823004970089391e-01
3.316241812092927677e-01 1.300340638324367915e-01 2.893074231636759072e-02 3.486818217023898159e-01
1.360491797649843737e-01 8.385080864053120475e-01 2.550377411811580175e-01 4.472612141365783778e-01
6.585050839627188957e-01 7.864342272502743425e-01 6.517105930548305892e-01 6.859588066844181098e-01
5.134713181895657064e-01 2.000425266737992647e-01 9.026624164418798335e-01 2.068088217838009724e-01
3.163918128833644872e-01 9.628048294067196311e-01 5.682659915100113368e-01 8.416780517498250180e-01
3.012666947040241738e-01 6.236834326255620287e-01 5.221617470150661244e-01 1.998862796882314996e-01
2.974446392924773863e-01 5.919262394912884195e-01 8.865844140536363049e-01 5.838080171769458593e-01
1.137340025044263209e-01 1.064465386101004218e-01 4.607661842327916979e-01 6.755772967650822691e-01
6.070791482241586490e-01 2.802949097962599834e-01 5.342529346522604250e-01 3.845088710609946836e-01
6.227507158937103382e-01 7.932002226168213266e-01 7.868114591783056389e-01 1.369456854590864470e-01
9.565621332109975894e-01 1.586845897229598179e-01 9.591694810099271606e-01 3.565268580410551613e-01
4.666733154471447986e-01 5.410082245347191954e-01 4.996763147929297877e-01 6.131527656802051585e-01
3.412931502092220182e-01 4.799963220121585827e-01 3.354844358209632116e-01 7.617232595587375421e-01
7.056379223954000190e-01 9.985879828308404926e-01 3.864901015250500338e-01 2.814525206467968430e-02
5.962519952379703447e-01 7.349252817463938214e-01 9.278592049865440616e-01 1.879054297252107375e-01
5.499498203214395753e-01 6.523757173372671803e-01 5.357212503930999792e-02 9.419691581250574375e-01
5.390843543775857283e-01 6.752888094228934879e-01 6.236168108168906876e-01 4.551392560459763814e-01
6.681185446085963209e-01 3.897660346747129356e-01 2.138925955776735111e-01 5.328734152648197109e-02
9.653112967848941350e-01 1.266657700181722523e-01 7.719449842864574141e-01 9.531042169655654650e-01
1.612830373913083370e-01 4.010729340911198260e-01 1.081283995291224265e-01 5.904211210579413116e-01
1.545939163605508926e-01 7.686087996544777035e-01 5.184736122518956991e-01 2.339473351187399686e-01
4.500456494141898411e-01 6.373555731684468206e-01 4.894515380046251529e-01 7.340019785876059633e-01
3.593716332578402728e-01 8.168281308075868719e-01 2.020320594927419167e-01 8.690985068346763764e-01
3.244905222566975556e-01 3.261185820303413863e-01 7.777683594873410766e-02 6.011259625751698144e-01
4.070735292311954412e-01 2.477300458446956011e-01 9.890046535274853445e-01 2.120582090002157416e-01
4.761495325020716485e-01 7.557604221509752751e-01 2.705315384076703578e-01 3.106968723238919261e-01
2.841013325348404339e-01 8.420806673619671834e-01 6.179702340634537494e-01 5.328412106063250553e-01
8.077329720596786444e-01 8.864790880180684063e-01 1.534699217522753067e-01 4.758800138498255339e-01
4.439101527789795498e-01 9.126348307737943699e-01 6.857927792629046060e-01 2.289085984376821870e-01
3.778418805987805718e-02 8.694680991897844047e-01 6.937444223877252680e-01 4.321508629502123777e-01
3.859837470987107499e-01 9.070456043713004401e-01 7.985313445658313025e-01 9.626100700637626462e-01
3.890692933958055273e-03 1.060663357274276193e-02 7.390109834942816258e-01 3.064996234349901677e-02
8.582895886526705764e-01 3.637376174703368936e-01 9.467443935372584773e-01 3.020705939060471246e-01
1.024633220385422899e-01 4.842046867101831298e-01 4.412837544148476288e-01 6.678505204241492743e-01
7.082423645827348735e-02 8.999664340952924224e-01 8.745422229317580953e-01 1.230559641070232413e-01
2.315213358034807350e-02 6.928356925017494783e-01 9.178430921653035757e-01 4.805578077280333038e-01
4.109987794306320663e-01 8.269885046046335786e-01 3.579769962371884828e-01 4.959380745140442581e-01
7.960391616883751853e-01 1.112271604511358564e-01 6.602675022887000145e-01 8.563323407665794917e-01
2.753566637502207204e-01 4.503682671531917814e-01 5.756705287800053528e-01 9.728170415658816683e-01
6.722539054925166235e-01 1.813678895801305868e-01 2.983497356246208598e-01 7.793619402187245138e-01
5.860296496073040817e-01 6.186576629047978448e-01 6.360877547385815900e-01 1.523432227488976387e-01
9.437106456172013047e-01 7.110794084278313498e-01 6.730142309404410494e-02 4.278144761919753791e-01
8.294876849593039170e-01 4.264617568763249267e-01 4.247278320442956501e-01 8.769141862749362248e-01
4.367013315281008667e-01 2.306128792517222470e-01 8.132409414838659423e-01 2.844134343135981124e-01
7.531108777068361571e-01 2.657812557026730804e-01 7.205419384841502684e-01 1.460488912883152191e-01
